date,run_type,symbol,asset_class,phase,score,classification,close,confirmation_trigger_value,invalidation_level_value,was_notified,notification_reason,alert_type,created_at
2026-05-08,screener,ETH-USD,crypto,Acumulação inicial,59,Acumulacao inicial,2311.47998046875,2423.040283203125,1804.1136474609373,False,,,2026-05-08T19:52:27
2026-05-08,screener,BTC-USD,crypto,Acumulação inicial,56,Acumulacao inicial,80296.9609375,82792.2109375,62553.1875,False,,,2026-05-08T19:52:27
2026-05-08,screener,QQQ,equity_indices,Acumulação inicial,51,Acumulacao inicial,711.22998046875,711.22998046875,555.5999755859375,False,,,2026-05-08T19:52:27
2026-05-08,screener,SPY,equity_indices,Acumulação inicial,51,Acumulacao inicial,737.6199951171875,738.0700073242188,629.280029296875,False,,,2026-05-08T19:52:27
2026-05-08,screener,IWM,equity_indices,Acumulação inicial,51,Acumulacao inicial,284.1700134277344,287.5799865722656,238.69000244140625,False,,,2026-05-08T19:52:27
2026-05-08,screener,KWEB,emerging_markets,Possível estabilização,46,Possivel estabilizacao,29.549999237060547,30.72900009155273,27.6200008392334,False,,,2026-05-08T19:52:27
2026-05-08,screener,GLD,commodities,Possível estabilização,44,Possivel estabilizacao,433.7699890136719,448.7000122070313,395.5899963378906,False,,,2026-05-08T19:52:27
2026-05-08,screener,TSLA,growth_stocks,Possível estabilização,41,Possivel estabilizacao,428.3500061035156,431.2000122070313,337.239990234375,False,,,2026-05-08T19:52:27
2026-05-08,screener,COIN,growth_stocks,Possível estabilização,41,Possivel estabilizacao,201.1600036621093,216.0500030517578,139.36000061035156,False,,,2026-05-08T19:52:27
2026-05-08,screener,TLT,bonds,Fora do padrão,31,Fora do padrao,86.08000183105469,86.9190409403093,84.76000213623047,False,,,2026-05-08T19:52:27
2026-05-08,weekly-report,ADA-USD,crypto,Acumulação avançada,69,Acumulacao avancada,0.2748000025749206,0.2769617140293121,0.2346830070018768,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,LINK-USD,crypto,Acumulação avançada,67,Acumulacao avancada,10.376999855041504,10.475152015686035,8.077677726745605,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,DOGE-USD,crypto,Acumulação avançada,67,Acumulacao avancada,0.1096199974417686,0.1168750002980232,0.0874399989843368,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,LTC-USD,crypto,Acumulação avançada,67,Acumulacao avancada,58.38999938964844,58.90254211425781,50.356292724609375,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,INJ-USD,crypto,Acumulação avançada,65,Acumulacao avancada,4.2179999351501465,4.279088497161865,2.7312240600585938,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,AVAX-USD,crypto,Acumulação avançada,64,Acumulacao avancada,9.949999809265137,9.997118949890137,8.203877449035645,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,BNB-USD,crypto,Acumulação avançada,63,Acumulacao avancada,650.2899780273438,662.101318359375,570.6839599609375,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,XRP-USD,crypto,Acumulação avançada,63,Acumulacao avancada,1.4184999465942385,1.4600750207901,1.2728489637374878,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,TIA-USD,crypto,Acumulação avançada,63,Acumulacao avancada,0.445499986410141,0.4526140391826629,0.2795160114765167,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,SOL-USD,crypto,Acumulação avançada,60,Acumulacao avancada,92.3000030517578,92.68711853027344,76.02326965332031,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,ETH-USD,crypto,Acumulação inicial,59,Acumulacao inicial,2310.8701171875,2423.040283203125,1804.1136474609373,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,RENDER-USD,crypto,Acumulação inicial,59,Acumulacao inicial,2.039999961853028,2.06039834022522,1.240162014961243,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,DOT-USD,crypto,Acumulação inicial,58,Acumulacao inicial,1.378999948501587,1.388980746269226,1.1484620571136477,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,OP-USD,crypto,Acumulação inicial,58,Acumulacao inicial,0.1739999949932098,0.1805529594421386,0.0999459996819496,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,NEAR-USD,crypto,Acumulação inicial,57,Acumulacao inicial,1.5889999866485596,1.5985376834869385,0.9364439845085144,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,FIL-USD,crypto,Acumulação inicial,57,Acumulacao inicial,1.284999966621399,1.2902621030807495,0.7867410182952881,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,BTC-USD,crypto,Acumulação inicial,56,Acumulacao inicial,80280.2421875,82792.2109375,62553.1875,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,FET-USD,crypto,Acumulação inicial,56,Acumulacao inicial,0.2337999939918518,0.2362675666809082,0.140187993645668,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,ATOM-USD,crypto,Acumulação inicial,54,Acumulacao inicial,1.937999963760376,2.054258108139038,1.614169001579285,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,ICP-USD,crypto,Acumulação inicial,54,Acumulacao inicial,3.510999917984009,3.662468671798706,2.017029047012329,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,SLV,commodities,Acumulação inicial,53,Acumulacao inicial,73.01000213623047,75.16000366210938,60.369998931884766,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,CPER,commodities,Acumulação inicial,53,Acumulacao inicial,38.27000045776367,38.34999847412109,32.310001373291016,False,,,2026-05-08T19:57:00
2025-06-24,weekly-report,APT-USD,crypto,Acumulação inicial,52,Acumulacao inicial,0.0001309999934164,0.0001320000010309,0.0001309999934164,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,CORN,commodities,Acumulação inicial,51,Acumulacao inicial,18.61000061035156,19.1299991607666,17.0,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,SPY,equity_indices,Acumulação inicial,51,Acumulacao inicial,737.6199951171875,738.0700073242188,629.280029296875,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,QQQ,equity_indices,Acumulação inicial,51,Acumulacao inicial,711.22998046875,711.22998046875,555.5999755859375,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,IWM,equity_indices,Acumulação inicial,51,Acumulacao inicial,284.1700134277344,287.5799865722656,238.69000244140625,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,VTI,equity_indices,Acumulação inicial,51,Acumulacao inicial,362.8699951171875,363.125,310.3999938964844,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,EEM,equity_indices,Acumulação inicial,51,Acumulacao inicial,67.94000244140625,67.95999908447266,54.43999862670898,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,ACWI,equity_indices,Acumulação inicial,51,Acumulacao inicial,155.3800048828125,155.61000061035156,133.64999389648438,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,VT,equity_indices,Acumulação inicial,51,Acumulacao inicial,155.17999267578125,155.30999755859375,133.64999389648438,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,VEA,equity_indices,Acumulação inicial,51,Acumulacao inicial,70.83000183105469,71.12000274658203,61.68000030517578,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,VWO,equity_indices,Acumulação inicial,51,Acumulacao inicial,60.540000915527344,61.02999877929688,52.20000076293945,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,QQQM,equity_indices,Acumulação inicial,51,Acumulacao inicial,292.82000732421875,292.82000732421875,228.75,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,RSP,equity_indices,Acumulação inicial,51,Acumulacao inicial,204.1000061035156,205.52999877929688,187.3600006103516,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,MDY,equity_indices,Acumulação inicial,51,Acumulacao inicial,675.239990234375,685.5,597.030029296875,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,IJH,equity_indices,Acumulação inicial,51,Acumulacao inicial,73.98999786376953,75.1500015258789,65.37000274658203,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,ASHR,emerging_markets,Acumulação inicial,51,Acumulacao inicial,35.72999954223633,36.02999877929688,31.89999961853028,False,,,2026-05-08T19:57:00
2025-01-08,weekly-report,FM,emerging_markets,Acumulação inicial,51,Acumulacao inicial,27.190000534057617,27.26000022888184,26.85481356126953,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,DBA,commodities,Possível estabilização,49,Possivel estabilizacao,27.96999931335449,28.3700008392334,25.43000030517578,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,V,banks,Possível estabilização,49,Possivel estabilizacao,318.7900085449219,341.9800109863281,293.8900146484375,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,FXI,emerging_markets,Possível estabilização,49,Possivel estabilizacao,37.2400016784668,37.880001068115234,34.77000045776367,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,BCH-USD,crypto,Possível estabilização,49,Possivel estabilizacao,451.5299987792969,486.95941162109375,420.3492126464844,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,U,growth_stocks,Possível estabilização,48,Possivel estabilizacao,28.15999984741211,30.64999961853028,16.780000686645508,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,DKNG,growth_stocks,Possível estabilização,48,Possivel estabilizacao,25.520000457763672,27.209999084472656,20.459999084472656,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,ORCL,mega_caps,Possível estabilização,48,Possivel estabilizacao,195.9499969482422,200.1499938964844,134.57000732421875,False,,,2026-05-08T19:57:00
2025-04-23,weekly-report,STX-USD,crypto,Possível estabilização,48,Possivel estabilizacao,0.0028339999262243,0.027998000383377,0.0014009999576956,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,PICK,commodities,Possível estabilização,47,Possivel estabilizacao,64.83000183105469,65.80999755859375,51.15999984741211,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,SOYB,commodities,Possível estabilização,46,Possivel estabilizacao,25.0,25.280000686645508,21.690000534057617,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,DIA,equity_indices,Possível estabilização,46,Possivel estabilizacao,496.1300048828125,501.2000122070313,450.248917213252,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,EFA,equity_indices,Possível estabilização,46,Possivel estabilizacao,103.95999908447266,105.12999725341795,93.08000183105467,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,IJR,equity_indices,Possível estabilização,46,Possivel estabilizacao,138.35000610351562,139.49000549316406,119.6808641113691,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,UPST,growth_stocks,Possível estabilização,46,Possivel estabilizacao,28.959999084472656,35.79999923706055,23.96500015258789,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,KWEB,emerging_markets,Possível estabilização,46,Possivel estabilizacao,29.549999237060547,30.72900009155273,27.6200008392334,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,MCHI,emerging_markets,Possível estabilização,46,Possivel estabilizacao,58.31999969482422,59.720001220703125,54.7599983215332,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,XME,commodities,Possível estabilização,45,Possivel estabilizacao,120.9499969482422,125.75,100.65762319632246,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,CRWD,growth_stocks,Possível estabilização,45,Possivel estabilizacao,527.77001953125,528.9149780273438,342.7200012207031,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,AAPL,mega_caps,Possível estabilização,45,Possivel estabilizacao,293.32000732421875,294.760009765625,243.1924430560896,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,NVDA,mega_caps,Possível estabilização,45,Possivel estabilizacao,215.1999969482422,217.8000030517578,164.27000427246094,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,CSCO,mega_caps,Possível estabilização,45,Possivel estabilizacao,96.56999969482422,97.0199966430664,72.407651892257,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,EWZ,emerging_markets,Possível estabilização,45,Possivel estabilizacao,39.119998931884766,42.02000045776367,31.700000762939453,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,EWY,emerging_markets,Possível estabilização,45,Possivel estabilizacao,190.1999969482422,190.40499877929688,97.22000122070312,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,EWT,emerging_markets,Possível estabilização,45,Possivel estabilizacao,96.11000061035156,96.19000244140624,63.4900016784668,False,,,2026-05-08T19:57:00
2022-07-23,weekly-report,IMX-USD,crypto,Possível estabilização,45,Possivel estabilizacao,0.0041430001147091,0.0322570018470287,0.0040850001387298,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,TIP,bonds,Possível estabilização,44,Possivel estabilizacao,111.4000015258789,111.48999786376952,109.02896360641992,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,GLD,commodities,Possível estabilização,44,Possivel estabilizacao,433.7699890136719,448.7000122070313,395.5899963378906,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,IAU,commodities,Possível estabilização,44,Possivel estabilizacao,88.87000274658203,91.93000030517578,81.0,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,UNG,commodities,Possível estabilização,44,Possivel estabilizacao,10.56999969482422,11.15999984741211,9.949999809265137,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,ADBE,mega_caps,Possível estabilização,44,Possivel estabilizacao,253.0399932861328,259.44000244140625,224.1300048828125,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,TUR,emerging_markets,Possível estabilização,44,Possivel estabilizacao,43.560001373291016,43.942901611328125,34.27000045776367,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,COST,defensive_dividends,Possível estabilização,43,Possivel estabilizacao,1008.7899780273438,1031.27001953125,850.1034008403352,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,EWW,emerging_markets,Possível estabilização,42,Possivel estabilizacao,79.87000274658203,80.76000213623047,68.94000244140625,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,INDA,emerging_markets,Possível estabilização,42,Possivel estabilizacao,49.84000015258789,51.650001525878906,45.209999084472656,False,,,2026-05-08T19:57:00
2023-07-21,weekly-report,NIB,commodities,Possível estabilização,41,Possivel estabilizacao,36.290000915527344,36.290000915527344,28.020000457763672,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,TSLA,growth_stocks,Possível estabilização,41,Possivel estabilizacao,428.3500061035156,431.2000122070313,337.239990234375,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,COIN,growth_stocks,Possível estabilização,41,Possivel estabilizacao,201.1600036621093,216.0500030517578,139.36000061035156,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,JPM,banks,Possível estabilização,41,Possivel estabilizacao,302.1000061035156,320.239990234375,277.6789347371047,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,MS,banks,Possível estabilização,41,Possivel estabilizacao,193.08999633789065,194.8300018310547,151.98324554947547,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,BLK,banks,Possível estabilização,41,Possivel estabilizacao,1084.8299560546875,1085.22998046875,917.3900146484376,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,PDD,emerging_markets,Possível estabilização,41,Possivel estabilizacao,98.77999877929688,108.2300033569336,95.37000274658205,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,ILF,emerging_markets,Possível estabilização,41,Possivel estabilizacao,36.43000030517578,38.5,30.3700008392334,False,,,2026-05-08T19:57:00
2024-06-04,weekly-report,SUI-USD,crypto,Possível estabilização,41,Possivel estabilizacao,0.0003000000142492,0.0006900000153109,9.600000339560212e-05,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,JNK,bonds,Possível estabilização,40,Possivel estabilizacao,96.5199966430664,96.7107686249832,93.46030293789164,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,COPX,commodities,Possível estabilização,40,Possivel estabilizacao,85.97000122070312,89.01000213623047,68.48999786376953,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,WEAT,commodities,Possível estabilização,40,Possivel estabilizacao,23.40999984741211,25.239999771118164,19.780000686645508,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,XLY,sectors,Possível estabilização,40,Possivel estabilizacao,120.1999969482422,121.8499984741211,105.19000244140624,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,ROKU,growth_stocks,Possível estabilização,40,Possivel estabilizacao,129.52999877929688,130.72000122070312,78.52999877929688,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,DDOG,growth_stocks,Possível estabilização,40,Possivel estabilizacao,200.1600036621093,200.3600006103516,98.01000213623048,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,HOOD,growth_stocks,Possível estabilização,40,Possivel estabilizacao,77.02999877929688,93.31999969482422,63.51499938964844,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,AMZN,mega_caps,Possível estabilização,40,Possivel estabilizacao,272.67999267578125,278.5599975585937,196.0,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,GOOGL,mega_caps,Possível estabilização,40,Possivel estabilizacao,400.7999877929688,402.0,272.1099853515625,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,AMD,mega_caps,Possível estabilização,40,Possivel estabilizacao,455.1900024414063,456.25,188.22000122070312,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,TXN,mega_caps,Possível estabilização,40,Possivel estabilizacao,287.79998779296875,292.6400146484375,171.44413315181538,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,MU,mega_caps,Possível estabilização,40,Possivel estabilizacao,746.8099975585938,747.2100219726562,284.0606666232223,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,C,banks,Possível estabilização,40,Possivel estabilizacao,125.5500030517578,134.65303238710462,101.52972662263564,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,EZA,emerging_markets,Possível estabilização,40,Possivel estabilizacao,71.69999694824219,75.62000274658203,62.20000076293945,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,EWH,developed_international,Possível estabilização,40,Possivel estabilizacao,24.280000686645508,24.65999984741211,21.18000030517578,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,SCHH,reits,Possível estabilização,40,Possivel estabilizacao,23.530000686645508,23.690000534057617,20.6085487706486,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,TIPS,bonds,Possível estabilização,39,Possivel estabilizacao,0.0006999999750405,0.0070000002160668,0.0001999999949475,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,SNOW,growth_stocks,Possível estabilização,39,Possivel estabilizacao,152.4499969482422,157.0,118.3000030517578,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,PATH,growth_stocks,Possível estabilização,39,Possivel estabilizacao,10.789999961853027,11.270000457763672,9.279999732971191,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,AVGO,mega_caps,Possível estabilização,39,Possivel estabilizacao,430.0,437.6799926757813,289.9599914550781,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,JD,emerging_markets,Possível estabilização,39,Possivel estabilizacao,30.1299991607666,32.04999923706055,23.664350442008143,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,EWI,developed_international,Possível estabilização,39,Possivel estabilizacao,59.130001068115234,59.66999816894531,50.47999954223633,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,DBC,commodities,Possível estabilização,38,Possivel estabilizacao,30.299999237060547,31.459999084472656,22.290000915527344,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,PDBC,commodities,Possível estabilização,38,Possivel estabilizacao,18.06999969482422,18.76000022888184,13.225000381469728,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,RBLX,growth_stocks,Possível estabilização,38,Possivel estabilizacao,41.90999984741211,64.41999816894531,41.65999984741211,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,BIDU,emerging_markets,Possível estabilização,38,Possivel estabilizacao,141.0500030517578,149.3800048828125,105.7699966430664,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,ARB-USD,crypto,Possível estabilização,38,Possivel estabilizacao,0.0007570616435259,0.0007570616435259,0.0007350000087171,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,URA,commodities,Possível estabilização,37,Possivel estabilizacao,55.18000030517578,58.970001220703125,42.540000915527344,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,SE,growth_stocks,Possível estabilização,37,Possivel estabilizacao,86.7300033569336,93.44000244140624,77.05000305175781,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,INTC,mega_caps,Possível estabilização,37,Possivel estabilizacao,124.91999816894533,130.57000732421875,36.81999969482422,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,QCOM,mega_caps,Possível estabilização,37,Possivel estabilizacao,219.08999633789065,228.0399932861328,121.98999786376952,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,BAC,banks,Possível estabilização,37,Possivel estabilizacao,51.310001373291016,55.400001525878906,46.119998931884766,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,GS,banks,Possível estabilização,37,Possivel estabilizacao,936.47998046875,952.010009765625,780.5,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,AXP,banks,Possível estabilização,37,Possivel estabilizacao,316.0299987792969,339.9800109863281,290.0530332420337,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,PYPL,banks,Possível estabilização,37,Possivel estabilizacao,45.369998931884766,52.29999923706055,38.34390490755815,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,BABA,emerging_markets,Possível estabilização,37,Possivel estabilizacao,140.05999755859375,143.9499969482422,117.93000030517578,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,HYG,bonds,Possível estabilização,36,Possivel estabilizacao,80.13999938964844,80.33902621156133,77.7831946298767,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,EMB,bonds,Possível estabilização,36,Possivel estabilizacao,96.1500015258789,96.51516839521096,92.02460056834204,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,TAN,sectors,Possível estabilização,36,Possivel estabilizacao,61.93999862670898,62.11000061035156,49.0099983215332,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,FAN,sectors,Possível estabilização,36,Possivel estabilizacao,26.780000686645508,27.239999771118164,20.39999961853028,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,ARKK,sectors,Possível estabilização,36,Possivel estabilizacao,79.12000274658203,80.5250015258789,62.94499969482422,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,CELH,growth_stocks,Possível estabilização,36,Possivel estabilizacao,32.290000915527344,36.459999084472656,31.799999237060547,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,BX,banks,Possível estabilização,36,Possivel estabilizacao,123.7699966430664,132.02664999460896,100.7960380963392,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,KO,defensive_dividends,Possível estabilização,36,Possivel estabilizacao,78.41999816894531,80.31999969482422,66.81060547336676,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,WMT,defensive_dividends,Possível estabilização,36,Possivel estabilizacao,130.42999267578125,133.3699951171875,109.585099251406,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,CL,defensive_dividends,Possível estabilização,36,Possivel estabilizacao,87.55000305175781,89.33999633789062,75.03138949702785,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,NEE,defensive_dividends,Possível estabilização,36,Possivel estabilizacao,93.0999984741211,98.75,77.82931425960169,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,EWJ,developed_international,Possível estabilização,36,Possivel estabilizacao,92.22000122070312,92.4385986328125,80.54000091552734,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,PSA,reits,Possível estabilização,36,Possivel estabilizacao,311.0400085449219,313.510009765625,253.95497479415107,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,LQD,bonds,Possível estabilização,35,Possivel estabilizacao,109.1999969482422,109.85937544165884,106.50320412166585,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,BND,bonds,Possível estabilização,35,Possivel estabilizacao,73.55000305175781,73.90586210855115,72.4530392413442,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,AGG,bonds,Possível estabilização,35,Possivel estabilizacao,99.18000030517578,99.66700385763892,97.6301344818523,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,MUB,bonds,Possível estabilização,35,Possivel estabilizacao,107.0,107.2000252908866,104.74688938561992,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,VWOB,bonds,Possível estabilização,35,Possivel estabilizacao,67.08000183105469,67.39824846355792,64.36717224121094,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,GDX,commodities,Possível estabilização,35,Possivel estabilizacao,94.58999633789062,102.38999938964844,78.73999786376953,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,GDXJ,commodities,Possível estabilização,35,Possivel estabilizacao,125.83999633789062,136.5500030517578,102.87999725341795,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,XLK,sectors,Possível estabilização,35,Possivel estabilizacao,175.52000427246094,175.57000732421875,126.68000030517578,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,SMH,sectors,Possível estabilização,35,Possivel estabilizacao,566.5399780273438,566.760009765625,359.8599853515625,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,SOXX,sectors,Possível estabilização,35,Possivel estabilizacao,520.2999877929688,520.4299926757812,300.9245851810333,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,CRM,mega_caps,Possível estabilização,35,Possivel estabilizacao,181.82000732421875,193.5599975585937,163.52000427246094,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,COF,banks,Possível estabilização,35,Possivel estabilizacao,189.47999572753903,210.83999633789065,174.97999572753906,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,EWC,developed_international,Possível estabilização,35,Possivel estabilizacao,58.09000015258789,58.88999938964844,52.970001220703125,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,MSFT,mega_caps,Fora do padrão,34,Fora do padrao,415.1199951171875,433.7000122070313,356.2799987792969,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,EWS,developed_international,Fora do padrão,34,Fora do padrao,28.88999938964844,29.670000076293945,27.049999237060547,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,USO,commodities,Fora do padrão,33,Fora do padrao,133.58999633789062,151.6300048828125,67.3499984741211,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,USB,banks,Fora do padrão,33,Fora do padrao,55.52999877929688,58.04999923706055,49.80572228230428,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,PNC,banks,Fora do padrão,33,Fora do padrao,216.8500061035156,230.25,196.05394291245267,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,TFC,banks,Fora do padrão,33,Fora do padrao,49.11000061035156,52.11000061035156,43.130001068115234,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,SHY,bonds,Fora do padrão,32,Fora do padrao,82.30000305175781,82.41646785714373,81.7325439453125,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,XLF,sectors,Fora do padrão,32,Fora do padrao,51.2400016784668,53.18999862670898,47.66999816894531,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,XLC,sectors,Fora do padrão,32,Fora do padrao,116.94000244140624,119.4800033569336,106.72000122070312,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,XLRE,sectors,Fora do padrão,32,Fora do padrao,44.40999984741211,44.90999984741211,39.63361015999946,False,,,2026-05-08T19:57:00
2026-05-08,weekly-report,IBB,sectors,Fora do padrão,32,Fora do padrao,169.94000244140625,177.36000061035156,159.67999267578125,False,,,2026-05-08T19:57:00
