ticker,yfinance_symbol,source,updated_at
HBTS5,HBTS5.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
HETA4,HETA4.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
HOOT4,HOOT4.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
HYPE3,HYPE3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
IFCM3,IFCM3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
IGTI11,IGTI11.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
IGTI3,IGTI3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
IGTI4,IGTI4.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
INEP3,INEP3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
INEP4,INEP4.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
INTB3,INTB3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
IRBR3,IRBR3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
ISAE3,ISAE3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
ISAE4,ISAE4.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
ITSA3,ITSA3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
ITSA4,ITSA4.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
ITUB3,ITUB3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
ITUB4,ITUB4.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
JALL3,JALL3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
JFEN3,JFEN3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
JHSF3,JHSF3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
JOPA3,JOPA3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
JSLG3,JSLG3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
KEPL3,KEPL3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
KLBN11,KLBN11.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
KLBN3,KLBN3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
KLBN4,KLBN4.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
LAND3,LAND3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
LAVV3,LAVV3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
LEVE3,LEVE3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
LIGT3,LIGT3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
LJQQ3,LJQQ3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
LOGG3,LOGG3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
LOGN3,LOGN3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
LPSB3,LPSB3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
LREN3,LREN3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
LUPA3,LUPA3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
LUXM4,LUXM4.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
LWSA3,LWSA3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
MAPT3,MAPT3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
MATD3,MATD3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
MBRF3,MBRF3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
MDIA3,MDIA3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
MDNE3,MDNE3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
MEAL3,MEAL3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
MELK3,MELK3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
MGEL4,MGEL4.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
MGLU3,MGLU3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
MILS3,MILS3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
MLAS3,MLAS3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
MNDL3,MNDL3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
MNPR3,MNPR3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
MOTV3,MOTV3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
MOVI3,MOVI3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
MRVE3,MRVE3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
MTRE3,MTRE3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
MTSA4,MTSA4.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
MULT3,MULT3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
MWET4,MWET4.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
MYPK3,MYPK3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
NATU3,NATU3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
NEXP3,NEXP3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
NGRD3,NGRD3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
NORD3,NORD3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
NUTR3,NUTR3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
OBTC3,OBTC3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
OFSA3,OFSA3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
OIBR3,OIBR3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
OIBR4,OIBR4.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
ONCO3,ONCO3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
OPCT3,OPCT3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
ORVR3,ORVR3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
OSXB3,OSXB3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
PASS3,PASS3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
PATI3,PATI3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
